num_id,lat,lon
1,50.51649325,-122.7455619
2,50.51796704,-122.7451667
3,50.51758608,-122.7450809
4,50.51756605,-122.7450183
5,50.51120452,-122.7358092
6,50.51107812,-122.7356357
7,50.51105238,-122.735441
8,50.51112061,-122.7353948
9,50.51110025,-122.7351886
10,50.5110145,-122.7349513
11,50.51094007,-122.7346572
12,50.51079623,-122.7347406
13,50.51072951,-122.7348416
14,50.5106172,-122.7350203
15,50.51058275,-122.7352325
16,50.51048459,-122.7354563
17,49.63594733,-120.9961097
18,49.63586435,-120.9960597
19,49.63592076,-120.9960457
20,49.63450765,-120.9968936
21,49.55657196,-120.9384122
22,49.55656174,-120.9380968
23,49.55650533,-120.9381408
24,49.55640893,-120.9375195
25,49.55662536,-120.9373055
26,49.55666643,-120.9374036
27,49.55665888,-120.9365617
28,49.55664346,-120.9364605
29,49.55676391,-120.9365703
30,49.55738911,-120.9368358
31,49.55744837,-120.9368045
32,49.55745952,-120.9367579
33,49.55788977,-120.9373802
34,49.55792589,-120.9373994
35,49.55804508,-120.9374935
36,49.56032974,-120.938251
37,49.56055655,-120.9379992
38,49.56066082,-120.9379309
39,49.56258791,-120.9357515
40,49.5625066,-120.9358591
41,49.56257734,-120.9354717
42,49.56259905,-120.9353236
43,49.56250375,-120.9353931
44,49.56254147,-120.9355982
45,49.55350754,-120.9354588
46,49.55369999,-120.9351237
47,49.55378875,-120.9349537
48,49.55360343,-120.9350015
49,49.68848669,-121.0200843
50,49.68895708,-121.0200851
51,49.68915674,-121.0198759
52,49.68942069,-121.0195629
53,49.68942437,-121.0194077
54,49.68959914,-121.0727322
55,49.69139739,-121.0667709
56,49.69172697,-121.0647991
57,49.691719,-121.0644508
58,49.70204056,-121.0368073
59,49.7021165,-121.0369167
60,49.70223569,-121.0370079
61,49.70223377,-121.0371612
62,49.70342383,-121.0315432
63,49.70314899,-121.0310622
64,49.70323917,-121.0308986
65,49.70074363,-121.0326995
66,49.7006744,-121.0328196
67,49.70047306,-121.0328831
68,49.69269239,-121.0318092
69,49.6926038,-121.0316534
70,49.69262509,-121.031698
71,49.6939563,-121.0224287
72,49.69387759,-121.0222965
73,49.69366578,-121.0221998
74,49.68624705,-121.0148505
75,49.68613858,-121.0148074
76,49.68610522,-121.014893
77,49.68596173,-121.0149677
78,49.68588922,-121.0148304
