STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-15,3.80,,,,0.01,,0.0,0.0,,69,44,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-16,2.68,,,,0.12,,0.0,0.0,,73,52,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-17,4.92,,,,0.03,,0.0,0.0,,76,60,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-18,2.68,,,,0.00,,0.0,0.0,,75,56,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-19,2.91,,,,0.06,,0.0,0.0,,76,60,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-20,5.37,,,,0.00,,0.0,0.0,,85,66,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-21,5.82,,,,0.00,,0.0,0.0,,71,56,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-22,4.25,,,,0.00,,0.0,0.0,,74,54,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-23,4.03,,,,0.48,,0.0,0.0,,72,55,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-24,7.61,,,,0.00,,0.0,0.0,,73,61,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-25,4.03,,,,0.00,,0.0,0.0,,71,55,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-26,4.25,,,,0.20,,0.0,0.0,,86,59,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-27,3.58,,,,0.00,,0.0,0.0,,80,64,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-28,4.25,,,,0.17,,0.0,0.0,,71,62,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-29,4.70,,,,0.80,,0.0,0.0,,70,56,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-30,2.01,,,,0.95,,0.0,0.0,,70,57,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-05-31,2.68,,,,0.00,,0.0,0.0,,80,63,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-01,2.68,,,,0.00,,0.0,0.0,,80,63,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-02,3.80,,,,0.86,,0.0,0.0,,81,61,,,1,1,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-03,5.37,,,,0.00,,0.0,0.0,,70,58,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-04,3.80,,,,0.00,,0.0,0.0,,70,54,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-05,4.47,,,,0.00,,0.0,0.0,,81,64,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-06,4.70,,,,0.04,,0.0,0.0,,83,68,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-07,2.24,,,,0.00,,0.0,0.0,,81,66,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-08,6.26,,,,0.00,,0.0,0.0,,81,63,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-09,6.49,,,,0.00,,0.0,0.0,,78,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-10,6.71,,,,0.62,,0.0,0.0,,70,60,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-11,6.26,,,,0.45,,0.0,0.0,,77,63,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-12,4.03,,,,0.00,,0.0,0.0,,74,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-13,5.82,,,,0.60,,0.0,0.0,,65,55,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-14,6.04,,,,0.00,,0.0,0.0,,73,58,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-15,4.47,,,,0.00,,0.0,0.0,,81,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-16,5.14,,,,0.04,,0.0,0.0,,80,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-17,1.34,,,,0.00,,0.0,0.0,,76,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-18,1.79,,,,0.79,,0.0,0.0,,73,67,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-19,2.91,,,,0.11,,0.0,0.0,,71,66,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-20,3.13,,,,0.42,,0.0,0.0,,78,65,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-21,5.14,,,,0.53,,0.0,0.0,,77,65,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-22,5.59,,,,0.00,,0.0,0.0,,79,61,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-23,4.70,,,,0.00,,0.0,0.0,,83,64,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-24,1.79,,,,0.00,,0.0,0.0,,84,67,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-25,2.01,,,,0.86,,0.0,0.0,,84,72,,,1,1,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-26,3.13,,,,0.00,,0.0,0.0,,87,72,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-27,2.68,,,,0.00,,0.0,0.0,,89,71,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-28,2.46,,,,0.00,,0.0,0.0,,89,73,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-29,4.70,,,,0.08,,0.0,0.0,,91,72,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-06-30,5.14,,,,0.06,,0.0,0.0,,83,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-01,4.47,,,,0.00,,0.0,0.0,,85,65,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-02,2.46,,,,0.02,,0.0,0.0,,85,71,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-03,1.79,,,,0.00,,0.0,0.0,,87,75,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-04,2.68,,,,0.00,,0.0,0.0,,90,74,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-05,2.91,,,,0.00,,0.0,0.0,,86,72,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-06,3.36,,,,0.00,,0.0,0.0,,90,76,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-07,4.92,,,,0.00,,0.0,0.0,,86,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-08,2.68,,,,0.04,,0.0,0.0,,78,68,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-09,2.68,,,,0.00,,0.0,0.0,,87,69,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-10,2.46,,,,0.00,,0.0,0.0,,88,74,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-11,4.47,,,,0.79,,0.0,0.0,,87,73,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-12,5.14,,,,0.00,,0.0,0.0,,87,72,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-13,3.80,,,,0.00,,0.0,0.0,,85,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-14,4.92,,,,0.00,,0.0,0.0,,89,76,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-15,2.91,,,,0.00,,0.0,0.0,,85,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-16,2.91,,,,0.00,,0.0,0.0,,91,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-17,3.58,,,,1.82,,0.0,0.0,,93,73,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-18,4.92,,,,0.51,,0.0,0.0,,79,71,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-19,3.58,,,,0.00,,0.0,0.0,,91,71,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-20,4.25,,,,0.00,,0.0,0.0,,95,82,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-21,4.47,,,,0.00,,0.0,0.0,,95,80,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-22,2.68,,,,1.66,,0.0,0.0,,90,72,,,1,1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-23,4.03,,,,0.53,,0.0,0.0,,74,67,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-24,2.91,,,,0.02,,0.0,0.0,,83,67,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-25,1.79,,,,0.00,,0.0,0.0,,84,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-26,1.57,,,,0.00,,0.0,0.0,,88,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-27,2.91,,,,0.00,,0.0,0.0,,85,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-28,5.37,,,,0.01,,0.0,0.0,,88,71,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-29,4.47,,,,0.00,,0.0,0.0,,90,73,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-30,3.36,,,,0.01,,0.0,0.0,,92,78,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-07-31,2.91,,,,0.36,,0.0,0.0,,87,70,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-01,2.24,,,,0.00,,0.0,0.0,,87,70,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-02,3.58,,,,0.00,,0.0,0.0,,84,73,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-03,3.58,,,,0.21,,0.0,0.0,,86,68,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-04,2.68,,,,0.00,,0.0,0.0,,87,69,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-05,4.47,,,,0.00,,0.0,0.0,,82,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-06,3.13,,,,0.04,,0.0,0.0,,79,71,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-07,2.68,,,,1.18,,0.0,0.0,,84,69,,,1,1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-08,4.70,,,,0.20,,0.0,0.0,,84,67,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-09,3.58,,,,0.08,,0.0,0.0,,83,68,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-10,5.14,,,,0.00,,0.0,0.0,,81,66,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-11,3.13,,,,0.00,,0.0,0.0,,80,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-12,3.58,,,,0.00,,0.0,0.0,,85,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-13,3.58,,,,0.07,,0.0,0.0,,79,71,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-14,3.58,,,,0.00,,0.0,0.0,,84,73,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-15,4.03,,,,0.00,,0.0,0.0,,85,70,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-16,2.68,,,,0.00,,0.0,0.0,,79,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-17,3.36,,,,0.00,,0.0,0.0,,87,73,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-18,2.24,,,,0.64,,0.0,0.0,,90,70,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-19,2.91,,,,0.00,,0.0,0.0,,90,72,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-20,2.91,,,,0.00,,0.0,0.0,,88,75,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-21,2.91,,,,0.10,,0.0,0.0,,87,74,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-22,3.80,,,,1.01,,0.0,0.0,,90,71,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-23,3.36,,,,0.09,,0.0,0.0,,74,65,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-24,5.14,,,,0.00,,0.0,0.0,,76,64,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-25,8.95,,,,0.00,,0.0,0.0,,77,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-26,6.26,,,,0.00,,0.0,0.0,,74,61,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-27,3.13,,,,0.00,,0.0,0.0,,75,62,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-28,3.80,,,,0.08,,0.0,0.0,,74,67,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-29,4.03,,,,0.00,,0.0,0.0,,81,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-30,4.03,,,,0.00,,0.0,0.0,,86,67,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-08-31,5.82,,,,0.00,,0.0,0.0,,81,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-01,4.47,,,,0.00,,0.0,0.0,,78,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-02,2.46,,,,0.30,,0.0,0.0,,74,69,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-03,3.36,,,,0.00,,0.0,0.0,,82,67,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-04,3.80,,,,0.00,,0.0,0.0,,87,68,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-05,5.14,,,,0.00,,0.0,0.0,,74,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-06,8.28,,,,0.32,,0.0,0.0,,67,58,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-07,4.47,,,,0.02,,0.0,0.0,,75,56,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-08,2.24,,,,0.00,,0.0,0.0,,77,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-09,4.47,,,,0.00,,0.0,0.0,,78,64,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-10,2.91,,,,0.01,,0.0,0.0,,76,66,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-11,5.14,,,,0.00,,0.0,0.0,,88,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-12,4.92,,,,0.17,,0.0,0.0,,81,61,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-13,6.49,,,,0.00,,0.0,0.0,,72,57,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-14,2.91,,,,0.00,,0.0,0.0,,74,61,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-15,2.24,,,,0.00,,0.0,0.0,,82,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-16,2.01,,,,0.00,,0.0,0.0,,77,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-17,5.59,,,,0.00,,0.0,0.0,,76,62,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-18,6.49,,,,0.00,,0.0,0.0,,69,57,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-19,2.91,,,,0.00,,0.0,0.0,,70,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-20,4.70,,,,0.00,,0.0,0.0,,78,56,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-21,2.68,,,,0.00,,0.0,0.0,,84,61,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-22,3.58,,,,0.00,,0.0,0.0,,86,67,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-23,5.37,,,,0.11,,0.0,0.0,,89,70,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-24,5.82,,,,0.00,,0.0,0.0,,76,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-25,3.36,,,,0.00,,0.0,0.0,,79,58,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-26,3.58,,,,0.02,,0.0,0.0,,83,63,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-27,3.58,,,,0.00,,0.0,0.0,,76,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-28,2.91,,,,0.00,,0.0,0.0,,82,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-29,6.26,,,,0.00,,0.0,0.0,,80,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-30,6.93,,,,0.00,,0.0,0.0,,71,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-01,3.80,,,,0.00,,0.0,0.0,,81,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-02,6.49,,,,0.03,,0.0,0.0,,93,63,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-03,6.26,,,,0.34,,0.0,0.0,,63,53,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-04,6.93,,,,0.00,,0.0,0.0,,66,50,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-05,4.92,,,,0.00,,0.0,0.0,,61,45,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-06,2.91,,,,0.01,,0.0,0.0,,70,57,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-07,4.03,,,,0.20,,0.0,0.0,,79,59,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-08,7.83,,,,0.02,,0.0,0.0,,64,57,,,1,,,,,,,,
